age,gender,education_type,income_type,family_status,housing_type,family_members,annual_income,credit_amount,annuity_amount,goods_price,ext_source_1,ext_source_2,ext_source_3,employment_years,dti_ratio,lti_ratio,ext_source_mean,TARGET
37,M,Higher education,Commercial associate,Married,House / apartment,2,467710.07,335493.28,12463.52,323577.85,0.8702,0.4004,0.7121,10.36,0.0266,0.7173,0.6609,0
37,M,Higher education,Working,Married,House / apartment,3,401866.63,510886.46,41614.44,448957.52,0.7252,0.8388,0.5989,1.29,0.1036,1.2713,0.721,0
53,F,Higher education,State servant,Single / not married,Rented apartment,4,163822.38,251263.52,20558.81,270597.07,0.6899,0.7768,0.9364,14.07,0.1255,1.5337,0.801,0
52,M,Lower secondary,Working,Civil marriage,House / apartment,6,439213.65,455108.63,30606.45,364201.73,0.8453,0.5994,0.6628,4.64,0.0697,1.0362,0.7025,0
28,F,Secondary / secondary special,Working,Single / not married,House / apartment,1,326757.67,651766.6,51643.38,638614.81,0.8739,0.6474,0.7316,4.13,0.158,1.9946,0.751,0
39,F,Secondary / secondary special,Working,Civil marriage,Rented apartment,2,184271.23,845943.97,35415.19,693036.55,0.8611,0.4613,0.96,0.73,0.1922,4.5907,0.7608,0
58,M,Higher education,Working,Single / not married,House / apartment,2,165160.15,384893.41,23040.8,340021.43,0.8628,0.5721,0.4881,2.98,0.1395,2.3304,0.641,0
23,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,3,115151.49,284636.79,10794.81,326778.96,0.4557,0.9053,0.4627,14.92,0.0937,2.4718,0.6079,0
25,M,Higher education,State servant,Civil marriage,Rented apartment,3,204213.49,275726.49,17607.06,301218.91,0.4096,0.8249,0.7487,5.07,0.0862,1.3502,0.6611,0
33,M,Incomplete higher,State servant,Married,House / apartment,1,103032.37,962267.94,85638.95,1102311.9,0.8561,0.5349,0.6708,4.39,0.8312,9.3394,0.6873,1
67,F,Incomplete higher,Working,Married,House / apartment,1,146458.76,431211.39,17929.08,400359.89,0.8049,0.78,0.5157,8.06,0.1224,2.9442,0.7002,0
66,M,Secondary / secondary special,Working,Married,House / apartment,3,282709.0,338224.8,14039.8,282442.94,0.5288,0.6639,0.8399,0.15,0.0497,1.1964,0.6775,0
51,M,Higher education,Working,Married,House / apartment,2,71564.66,738581.25,58176.01,833109.76,0.5479,0.8819,0.5383,5.32,0.8129,10.3203,0.6561,1
36,F,Higher education,Working,Separated,With parents,3,382577.28,454882.55,24670.31,417050.43,0.9048,0.7913,0.6691,1.52,0.0645,1.189,0.7884,0
52,M,Higher education,State servant,Civil marriage,House / apartment,2,221790.84,276892.88,12733.48,242524.55,0.742,0.8982,0.9217,4.81,0.0574,1.2484,0.854,0
42,M,Higher education,Working,Single / not married,House / apartment,2,394970.65,393831.04,16671.78,376442.4,0.7397,0.6236,0.6349,11.68,0.0422,0.9971,0.6661,0
49,M,Incomplete higher,Working,Married,Rented apartment,6,80976.77,429982.17,27640.17,377661.23,0.9758,0.9232,0.6458,1.15,0.3413,5.3099,0.8483,1
42,F,Higher education,Pensioner,Single / not married,With parents,2,204616.58,101957.99,6279.97,111302.05,0.6332,0.5418,0.9101,4.81,0.0307,0.4983,0.695,0
63,F,Secondary / secondary special,Commercial associate,Married,House / apartment,1,132771.14,336684.98,28639.94,308403.44,0.7685,0.9099,0.2572,1.76,0.2157,2.5358,0.6452,0
23,M,Secondary / secondary special,Working,Single / not married,Rented apartment,5,82087.58,195160.21,11433.37,183658.41,0.6534,0.9347,0.5136,4.8,0.1393,2.3774,0.7005,0
30,F,Secondary / secondary special,Pensioner,Single / not married,House / apartment,4,88229.68,678697.99,44237.14,632959.39,0.4075,0.9511,0.5945,3.79,0.5014,7.6923,0.651,1
62,F,Higher education,Working,Married,House / apartment,3,231911.54,495930.86,29234.22,513783.9,0.6232,0.9565,0.6774,2.72,0.1261,2.1384,0.7524,0
41,M,Lower secondary,Pensioner,Civil marriage,House / apartment,3,111621.81,436320.62,35462.36,394222.21,0.5323,0.8965,0.73,4.93,0.3177,3.9089,0.7196,1
36,F,Secondary / secondary special,Working,Single / not married,House / apartment,2,274202.02,1261864.27,47096.25,1432779.65,0.1345,0.8228,0.8382,0.66,0.1718,4.6019,0.5985,0
32,M,Secondary / secondary special,Pensioner,Married,House / apartment,1,149088.55,681908.58,38200.18,745263.71,0.4837,0.7738,0.4359,6.23,0.2562,4.5738,0.5644,1
22,F,Higher education,Working,Married,House / apartment,2,380487.1,154071.52,12647.63,175174.42,0.67,0.9629,0.676,2.2,0.0332,0.4049,0.7696,0
61,M,Incomplete higher,Working,Single / not married,Rented apartment,2,39487.28,380318.09,12290.49,366249.06,0.7534,0.3794,0.6978,6.72,0.3112,9.6312,0.6102,1
44,F,Higher education,Commercial associate,Married,Rented apartment,3,127863.82,438203.95,32961.21,396795.69,0.5477,0.8388,0.5506,7.31,0.2578,3.4271,0.6457,0
55,M,Secondary / secondary special,Working,Single / not married,House / apartment,2,264385.3,851773.92,38872.98,729372.5,0.7864,0.5424,0.7083,6.15,0.147,3.2217,0.679,0
50,F,Secondary / secondary special,Working,Married,House / apartment,2,84402.61,572867.54,43899.72,475996.7,0.9632,0.5748,0.8087,2.34,0.5201,6.7872,0.7822,1
50,M,Higher education,Commercial associate,Single / not married,House / apartment,3,138625.29,543003.21,35574.65,472528.65,0.7074,0.535,0.7138,3.92,0.2566,3.917,0.6521,1
67,F,Higher education,Working,Married,House / apartment,2,162934.45,648508.58,35241.39,671479.05,0.6862,0.7849,0.8112,4.37,0.2163,3.9802,0.7608,1
55,M,Incomplete higher,Commercial associate,Married,Municipal apartment,6,316400.59,98587.69,7597.09,81962.5,0.7759,0.8007,0.4442,6.97,0.024,0.3116,0.6736,0
39,F,Higher education,Commercial associate,Married,House / apartment,2,104246.74,210381.4,9349.94,215296.99,0.7017,0.7899,0.3153,12.31,0.0897,2.0181,0.6023,0
28,F,Secondary / secondary special,Working,Married,House / apartment,4,302845.82,895055.77,48571.29,1004116.56,0.3906,0.8941,0.7231,3.49,0.1604,2.9555,0.6693,0
46,M,Secondary / secondary special,Working,Separated,House / apartment,3,81974.51,394384.77,14801.25,341431.71,0.6216,0.7551,0.5369,1.22,0.1806,4.811,0.6379,0
60,F,Higher education,Pensioner,Single / not married,House / apartment,1,239386.53,263527.56,10776.09,278823.51,0.8669,0.8119,0.8273,4.04,0.045,1.1008,0.8354,0
27,M,Higher education,Working,Married,Rented apartment,4,104141.49,452983.38,27425.86,460350.38,0.7257,0.6021,0.2686,0.1,0.2633,4.3496,0.5322,0
50,F,Higher education,Commercial associate,Married,With parents,2,149169.99,1091263.24,48681.91,1116354.25,0.7131,0.5369,0.5958,10.2,0.3263,7.3155,0.6152,1
27,F,Secondary / secondary special,Working,Married,House / apartment,4,160684.18,401726.26,15552.8,423205.99,0.7711,0.8777,0.574,10.05,0.0968,2.5001,0.7409,0
23,M,Secondary / secondary special,Working,Married,With parents,3,287559.35,761476.62,42702.48,789788.19,0.6423,0.6009,0.7096,1.87,0.1485,2.6481,0.6509,0
21,F,Incomplete higher,Commercial associate,Married,House / apartment,3,497156.76,234628.75,9495.89,188719.0,0.4692,0.8603,0.5367,11.7,0.0191,0.4719,0.6221,0
56,M,Secondary / secondary special,Pensioner,Married,House / apartment,2,231972.26,709129.6,58750.97,633501.52,0.8398,0.7032,0.7677,0.17,0.2533,3.0569,0.7703,1
45,M,Incomplete higher,Commercial associate,Married,House / apartment,2,171941.58,203215.11,16918.48,228281.03,0.9275,0.6,0.7114,4.05,0.0984,1.1819,0.7463,0
57,F,Higher education,Commercial associate,Separated,House / apartment,4,262562.0,63644.09,5375.93,51405.65,0.8202,0.5492,0.9121,10.01,0.0205,0.2424,0.7605,0
21,F,Secondary / secondary special,Working,Single / not married,Municipal apartment,2,140003.36,1408356.32,123496.32,1344593.2,0.7205,0.63,0.5997,0.92,0.8821,10.0594,0.6501,1
35,M,Higher education,Working,Single / not married,House / apartment,3,226062.99,387444.32,17364.0,314776.28,0.9347,0.8174,0.6937,6.85,0.0768,1.7139,0.8152,0
57,M,Higher education,Working,Married,House / apartment,3,955265.88,1582287.78,101207.55,1768536.1,0.4749,0.6672,0.7413,0.74,0.1059,1.6564,0.6278,0
33,F,Secondary / secondary special,Working,Civil marriage,House / apartment,2,193092.02,559357.5,26712.49,626063.36,0.7885,0.7734,0.6283,2.21,0.1383,2.8968,0.7301,0
60,M,Secondary / secondary special,Commercial associate,Married,House / apartment,4,265996.24,487938.61,19755.58,538324.86,0.9371,0.7995,0.6038,0.49,0.0743,1.8344,0.7801,0
28,F,Higher education,Working,Married,House / apartment,2,39380.49,139634.03,6467.49,157767.17,0.7068,0.9119,0.9206,3.46,0.1642,3.5457,0.8464,0
25,F,Secondary / secondary special,Commercial associate,Married,House / apartment,1,211990.8,540769.88,26737.33,603941.17,0.75,0.8039,0.8717,0.68,0.1261,2.5509,0.8085,0
29,M,Secondary / secondary special,Commercial associate,Married,Municipal apartment,4,125581.09,1961714.3,112968.47,1583550.94,0.6511,0.7669,0.6439,1.85,0.8996,15.621,0.6873,1
21,M,Incomplete higher,State servant,Married,House / apartment,2,178503.97,621011.54,24184.73,611408.65,0.9715,0.8182,0.7512,0.78,0.1355,3.479,0.847,1
56,M,Higher education,Working,Married,House / apartment,4,127656.26,1524052.13,52554.63,1547049.49,0.4771,0.7527,0.7158,4.75,0.4117,11.9386,0.6485,1
55,M,Higher education,Commercial associate,Civil marriage,House / apartment,3,139600.46,831750.55,44377.47,876075.63,0.7784,0.587,0.8036,0.32,0.3179,5.958,0.723,1
22,F,Secondary / secondary special,Commercial associate,Separated,House / apartment,4,93408.03,564837.25,36265.25,582308.47,0.4972,0.7716,0.4327,9.47,0.3882,6.0469,0.5672,1
60,F,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,2,164007.99,92689.6,7306.25,96587.33,0.9111,0.7223,0.6384,4.44,0.0445,0.5651,0.7573,0
43,F,Secondary / secondary special,Working,Married,House / apartment,3,113703.17,158496.66,9482.28,162503.91,0.6824,0.8242,0.312,1.07,0.0834,1.3939,0.6062,0
29,M,Secondary / secondary special,Working,Married,House / apartment,1,277925.2,393786.08,28294.02,336171.04,0.2459,0.7489,0.7607,0.99,0.1018,1.4169,0.5852,0
54,M,Incomplete higher,Commercial associate,Married,With parents,2,65600.25,905547.58,74005.12,900307.21,0.4807,0.8756,0.7414,0.9,1.1281,13.8038,0.6992,1
66,F,Secondary / secondary special,Pensioner,Married,Rented apartment,4,317871.16,432153.69,30502.45,413842.34,0.5933,0.5419,0.7304,2.5,0.096,1.3595,0.6219,0
34,F,Secondary / secondary special,Commercial associate,Married,House / apartment,2,89720.75,910171.71,37144.85,1044491.96,0.7555,0.8214,0.1822,1.17,0.414,10.1444,0.5864,1
24,F,Secondary / secondary special,Working,Married,Rented apartment,3,366486.41,175612.03,12022.53,180514.56,0.5813,0.5921,0.8917,10.54,0.0328,0.4792,0.6884,0
50,M,Incomplete higher,Working,Married,House / apartment,2,129056.6,764622.77,67911.49,847858.22,0.911,0.604,0.4852,9.03,0.5262,5.9247,0.6667,1
51,F,Higher education,Pensioner,Single / not married,House / apartment,4,39939.17,339037.61,26785.62,285698.28,0.8615,0.7282,0.5558,2.76,0.6706,8.4886,0.7152,1
58,M,Secondary / secondary special,State servant,Single / not married,House / apartment,3,91976.38,330259.41,20742.79,299832.1,0.82,0.7208,0.7709,2.46,0.2255,3.5907,0.7706,0
31,F,Secondary / secondary special,Working,Civil marriage,With parents,5,119899.24,584421.93,48612.94,624451.28,0.6907,0.5445,0.9374,0.25,0.4054,4.8742,0.7242,1
55,F,Higher education,Pensioner,Single / not married,With parents,2,512119.11,83603.58,2777.49,89169.76,0.6067,0.8943,0.5324,0.56,0.0054,0.1632,0.6778,0
28,F,Secondary / secondary special,Working,Married,House / apartment,3,104622.64,214039.07,16436.17,182316.63,0.5276,0.8582,0.7088,21.09,0.1571,2.0458,0.6982,0
23,M,Higher education,Pensioner,Married,House / apartment,1,300169.6,2428618.26,165442.5,2436762.89,0.9111,0.7805,0.5629,0.28,0.5512,8.0908,0.7515,1
34,F,Higher education,Commercial associate,Married,House / apartment,3,115418.74,442736.07,18090.5,393822.76,0.834,0.8233,0.5639,1.69,0.1567,3.8359,0.7404,0
33,M,Incomplete higher,Working,Married,House / apartment,2,119941.82,1162125.67,89285.62,1181864.19,0.7398,0.91,0.7228,1.76,0.7444,9.689,0.7909,1
65,F,Higher education,Working,Married,House / apartment,1,227753.87,225474.66,19408.78,191613.42,0.5524,0.6913,0.804,7.17,0.0852,0.99,0.6826,0
52,M,Secondary / secondary special,Commercial associate,Married,House / apartment,3,245294.38,202213.9,15226.54,190095.98,0.731,0.7783,0.636,4.53,0.0621,0.8244,0.7151,0
54,M,Higher education,Commercial associate,Married,House / apartment,1,140594.7,477434.31,34392.34,422298.43,0.8449,0.6751,0.4938,0.46,0.2446,3.3958,0.6713,0
65,M,Secondary / secondary special,Commercial associate,Separated,House / apartment,2,201583.55,285248.34,21385.51,274850.18,0.9666,0.9286,0.6085,0.1,0.1061,1.415,0.8346,0
39,F,Higher education,Working,Married,House / apartment,2,69867.05,482394.64,17720.31,446398.97,0.4626,0.8266,0.7146,0.66,0.2536,6.9044,0.6679,1
58,F,Secondary / secondary special,Commercial associate,Single / not married,Municipal apartment,2,359722.3,747543.02,62466.96,817287.58,0.3756,0.8674,0.8507,3.91,0.1737,2.0781,0.6979,0
36,F,Incomplete higher,Pensioner,Married,House / apartment,5,64480.38,1565921.37,105771.59,1698440.21,0.9195,0.6719,0.585,0.87,1.6403,24.2849,0.7255,1
22,F,Higher education,State servant,Married,House / apartment,2,127700.93,394953.98,18646.25,428195.05,0.8843,0.6881,0.7413,1.64,0.146,3.0928,0.7712,0
60,F,Higher education,Working,Married,House / apartment,1,188369.64,811923.03,27964.34,701745.12,0.7812,0.6069,0.8959,0.61,0.1485,4.3102,0.7614,1
37,M,Secondary / secondary special,Working,Married,House / apartment,5,290472.19,517930.3,39190.55,477287.49,0.6415,0.7499,0.6519,23.36,0.1349,1.7831,0.6811,0
54,F,Higher education,Working,Civil marriage,House / apartment,4,96878.18,350174.74,24299.42,323721.46,0.6711,0.9521,0.4979,1.17,0.2508,3.6146,0.707,0
62,F,Secondary / secondary special,Working,Married,Municipal apartment,2,70456.6,282319.44,19726.08,316253.06,0.8233,0.6707,0.7323,3.96,0.28,4.0069,0.7421,0
36,M,Higher education,Pensioner,Married,House / apartment,3,290994.49,507596.28,29297.57,491327.25,0.6033,0.4717,0.8593,0.02,0.1007,1.7443,0.6448,0
58,M,Secondary / secondary special,Working,Single / not married,With parents,2,212118.87,288588.47,23563.38,269048.07,0.7891,0.824,0.1756,10.78,0.1111,1.3605,0.5962,0
22,M,Incomplete higher,Working,Married,With parents,5,245868.03,408209.9,34340.49,390073.69,0.8964,0.7845,0.6395,1.82,0.1397,1.6603,0.7735,0
22,M,Secondary / secondary special,Pensioner,Single / not married,House / apartment,3,267722.24,512505.87,32695.31,541113.47,0.7672,0.8844,0.506,4.92,0.1221,1.9143,0.7192,0
46,M,Secondary / secondary special,Working,Married,Municipal apartment,3,227359.91,98155.51,7602.1,85269.95,0.9638,0.5172,0.4272,2.11,0.0334,0.4317,0.6361,0
33,M,Higher education,Pensioner,Married,House / apartment,4,145531.85,211665.82,16363.64,230420.88,0.6983,0.7163,0.5573,0.76,0.1124,1.4544,0.6573,0
67,F,Incomplete higher,Working,Single / not married,House / apartment,1,201537.94,836733.09,59215.19,958168.32,0.8408,0.6286,0.6406,3.57,0.2938,4.1517,0.7033,0
51,M,Secondary / secondary special,Working,Civil marriage,Rented apartment,2,85687.59,441500.73,23601.7,487554.96,0.5317,0.7701,0.8147,6.67,0.2754,5.1524,0.7055,1
54,M,Lower secondary,Working,Married,Municipal apartment,4,473352.19,751415.13,40199.73,829058.26,0.5171,0.3273,0.8221,12.03,0.0849,1.5874,0.5555,0
59,F,Higher education,Pensioner,Single / not married,House / apartment,3,108886.87,223746.03,9599.1,190514.23,0.9777,0.6839,0.8661,2.46,0.0882,2.0548,0.8426,0
23,M,Lower secondary,Pensioner,Separated,House / apartment,2,114326.7,417909.99,13447.11,427490.03,0.6621,0.7125,0.6171,8.47,0.1176,3.6554,0.6639,1
28,M,Secondary / secondary special,Commercial associate,Single / not married,Municipal apartment,2,166231.38,161700.35,8381.32,164831.31,0.7963,0.8746,0.3188,11.86,0.0504,0.9727,0.6632,0
43,F,Higher education,Working,Single / not married,House / apartment,4,223954.88,1035610.26,72047.79,1078103.69,0.73,0.9311,0.713,1.27,0.3217,4.6242,0.7914,1
34,M,Lower secondary,Working,Single / not married,House / apartment,4,137191.99,1042854.24,56616.04,1141997.52,0.627,0.6014,0.4502,1.75,0.4127,7.6014,0.5595,1
47,M,Higher education,Commercial associate,Single / not married,House / apartment,1,440246.16,347059.68,23482.32,314664.07,0.5394,0.8202,0.5542,8.81,0.0533,0.7883,0.6379,0
49,M,Secondary / secondary special,State servant,Separated,House / apartment,5,250198.08,106498.34,8470.53,100878.9,0.9468,0.7533,0.7213,1.77,0.0339,0.4257,0.8071,0
59,F,Incomplete higher,State servant,Single / not married,House / apartment,3,98276.98,2412116.69,152072.33,2637903.44,0.8121,0.6817,0.7245,0.98,1.5474,24.5438,0.7394,1
59,F,Higher education,Pensioner,Married,Municipal apartment,3,312620.07,809593.61,43871.69,893169.5,0.7527,0.628,0.8508,10.26,0.1403,2.5897,0.7438,0
21,F,Higher education,Commercial associate,Married,House / apartment,2,148449.4,667395.26,21452.21,659518.43,0.8533,0.844,0.7378,5.21,0.1445,4.4957,0.8117,0
37,F,Secondary / secondary special,Working,Single / not married,House / apartment,2,155720.21,848368.79,45132.37,777273.08,0.8519,0.7574,0.6451,4.83,0.2898,5.448,0.7514,1
61,F,Secondary / secondary special,Working,Married,With parents,3,515163.05,569599.64,38067.01,581664.16,0.5344,0.7034,0.87,4.73,0.0739,1.1057,0.7026,0
50,F,Incomplete higher,Commercial associate,Civil marriage,House / apartment,2,49193.54,338569.93,27857.0,284084.11,0.5008,0.8449,0.6466,26.7,0.5663,6.8823,0.6641,1
33,F,Secondary / secondary special,Working,Married,House / apartment,1,272726.17,207433.49,9807.21,212880.28,0.474,0.5307,0.3647,5.15,0.036,0.7606,0.4565,0
41,M,Higher education,Working,Civil marriage,House / apartment,3,108309.44,937496.27,48754.06,998499.24,0.781,0.8904,0.7421,0.78,0.4501,8.6556,0.8045,1
39,M,Incomplete higher,Working,Single / not married,Rented apartment,3,190844.78,307376.31,16532.73,265972.89,0.6275,0.796,0.412,9.03,0.0866,1.6106,0.6118,0
39,F,Lower secondary,Commercial associate,Civil marriage,House / apartment,3,63504.5,189253.47,14575.97,157432.47,0.6072,0.8473,0.798,2.02,0.2295,2.9801,0.7509,0
45,F,Higher education,Commercial associate,Married,House / apartment,3,258164.22,317199.11,22901.51,288545.69,0.5308,0.8948,0.6346,6.17,0.0887,1.2287,0.6867,0
42,F,Higher education,Working,Civil marriage,With parents,2,213378.25,388477.45,13937.93,422820.54,0.5729,0.9274,0.5104,5.95,0.0653,1.8206,0.6702,0
51,M,Secondary / secondary special,Working,Single / not married,Rented apartment,2,318581.0,582956.98,28066.29,563968.94,0.7192,0.6673,0.6406,6.74,0.0881,1.8298,0.6757,0
37,F,Incomplete higher,Commercial associate,Married,House / apartment,3,385675.99,538077.78,45207.59,591933.61,0.6441,0.9245,0.3963,12.47,0.1172,1.3952,0.655,0
43,F,Higher education,State servant,Separated,House / apartment,2,236268.49,678332.13,49831.68,586782.77,0.7478,0.9696,0.768,7.25,0.2109,2.871,0.8285,0
52,M,Incomplete higher,Working,Married,House / apartment,4,131575.78,187366.93,14966.66,165630.04,0.8392,0.6809,0.7893,13.31,0.1137,1.424,0.7698,0
30,F,Lower secondary,Commercial associate,Married,Rented apartment,4,105727.31,857360.88,58437.59,708591.84,0.7901,0.9416,0.4902,1.07,0.5527,8.1091,0.7406,1
30,M,Higher education,Working,Single / not married,House / apartment,3,48443.14,519996.2,41320.14,465496.8,0.8314,0.8427,0.6781,2.29,0.8529,10.7339,0.7841,1
56,M,Secondary / secondary special,Working,Single / not married,House / apartment,2,169334.86,550580.07,41117.34,456746.96,0.4441,0.5995,0.7582,3.98,0.2428,3.2514,0.6006,0
28,M,Higher education,Working,Civil marriage,Rented apartment,3,133468.15,1000065.72,75587.8,943399.31,0.5179,0.5231,0.796,1.7,0.5663,7.4929,0.6124,1
40,M,Secondary / secondary special,Working,Married,Municipal apartment,3,108433.26,340644.72,19929.38,280354.36,0.4957,0.911,0.7795,3.53,0.1838,3.1415,0.7288,1
52,M,Secondary / secondary special,Pensioner,Married,House / apartment,3,80950.27,605899.83,39632.14,628218.97,0.6567,0.7442,0.8328,3.7,0.4896,7.4847,0.7446,1
34,F,Secondary / secondary special,Pensioner,Separated,With parents,2,149868.22,700860.21,49107.25,722375.53,0.6562,0.6137,0.5026,15.15,0.3277,4.6765,0.5908,1
48,M,Secondary / secondary special,Working,Married,House / apartment,2,116236.49,79756.32,2987.78,67736.38,0.8903,0.6734,0.8287,8.33,0.0257,0.6861,0.7975,0
66,M,Lower secondary,Working,Married,House / apartment,5,184881.06,249344.59,21022.46,200421.92,0.9355,0.9215,0.6024,0.05,0.1137,1.3487,0.8198,0
44,M,Higher education,Working,Separated,House / apartment,1,137135.54,701381.14,33919.22,753629.77,0.5746,0.7913,0.6929,3.94,0.2473,5.1145,0.6863,0
35,M,Secondary / secondary special,Working,Single / not married,Rented apartment,1,265440.41,406438.72,18811.02,422668.17,0.8379,0.4334,0.381,10.97,0.0709,1.5312,0.5508,0
42,M,Incomplete higher,Working,Married,House / apartment,6,79676.7,145095.61,8511.91,137781.58,0.7698,0.787,0.8636,0.09,0.1068,1.821,0.8068,0
50,M,Higher education,Working,Civil marriage,House / apartment,3,115003.12,326611.36,23353.06,368424.38,0.5776,0.6993,0.5617,16.03,0.2031,2.84,0.6129,0
24,F,Secondary / secondary special,Working,Separated,Municipal apartment,3,349714.23,784624.63,52857.56,794933.55,0.8665,0.9488,0.4626,9.6,0.1511,2.2436,0.7593,0
33,F,Secondary / secondary special,Pensioner,Civil marriage,Rented apartment,1,156119.81,509299.22,31014.48,559662.01,0.8496,0.7981,0.3033,4.83,0.1987,3.2622,0.6503,1
43,M,Incomplete higher,Working,Married,House / apartment,3,350267.79,248280.89,8877.61,258859.42,0.6936,0.9122,0.8494,0.7,0.0253,0.7088,0.8184,0
28,M,Secondary / secondary special,Commercial associate,Married,House / apartment,4,201664.91,351191.73,30640.65,364468.36,0.701,0.7544,0.4396,0.63,0.1519,1.7415,0.6317,0
38,M,Secondary / secondary special,Working,Married,House / apartment,3,171722.62,153294.95,4613.5,138407.44,0.5854,0.5295,0.5441,1.48,0.0269,0.8927,0.553,0
32,M,Lower secondary,Pensioner,Married,House / apartment,1,198929.68,244988.56,13683.76,244140.58,0.8778,0.6963,0.7138,0.83,0.0688,1.2315,0.7626,0
51,F,Higher education,Working,Married,House / apartment,3,119031.4,273799.88,22088.06,248591.92,0.8691,0.6619,0.6609,4.95,0.1856,2.3002,0.7306,1
34,F,Secondary / secondary special,Working,Single / not married,Rented apartment,2,96224.89,1281110.08,40004.26,1118747.37,0.6583,0.6003,0.7009,0.6,0.4157,13.3136,0.6532,1
54,F,Secondary / secondary special,Working,Married,House / apartment,2,322464.37,1131568.96,74958.49,922267.15,0.8011,0.441,0.8931,6.61,0.2325,3.5091,0.7117,0
38,M,Higher education,State servant,Single / not married,House / apartment,2,240700.57,754495.74,64289.77,795422.4,0.9235,0.9458,0.7905,2.63,0.2671,3.1346,0.8866,0
54,F,Secondary / secondary special,Pensioner,Separated,House / apartment,1,285362.34,642072.13,24690.86,583605.57,0.58,0.8006,0.7937,1.95,0.0865,2.25,0.7248,0
31,M,Higher education,Commercial associate,Married,House / apartment,1,488572.29,158212.54,9030.89,179017.24,0.659,0.767,0.7787,15.83,0.0185,0.3238,0.7349,0
61,F,Incomplete higher,Working,Married,House / apartment,3,162127.9,138410.99,12023.61,119393.3,0.5859,0.6889,0.8061,0.04,0.0742,0.8537,0.6936,0
32,F,Incomplete higher,Working,Single / not married,House / apartment,3,262188.37,809231.42,67195.42,695944.26,0.7651,0.6225,0.807,2.39,0.2563,3.0864,0.7315,0
35,F,Higher education,Pensioner,Married,With parents,2,77272.82,115608.3,3898.83,121484.25,0.8079,0.8441,0.4791,0.61,0.0505,1.4961,0.7104,0
51,M,Higher education,Pensioner,Single / not married,House / apartment,5,315379.52,471895.03,27892.95,436207.53,0.6144,0.4892,0.7976,10.36,0.0884,1.4963,0.6337,0
49,M,Secondary / secondary special,Working,Married,With parents,4,71507.17,191789.73,16521.53,197534.47,0.8535,0.3931,0.5715,0.82,0.231,2.6821,0.606,0
46,M,Higher education,Working,Married,House / apartment,2,115353.91,551714.74,40358.15,586306.26,0.6208,0.9444,0.6611,2.04,0.3499,4.7828,0.7421,0
38,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,3,115578.25,450821.5,27164.71,452395.98,0.625,0.8633,0.5203,1.35,0.235,3.9005,0.6696,0
52,M,Higher education,Commercial associate,Married,House / apartment,3,229030.35,623939.86,18906.8,662467.78,0.794,0.7601,0.7025,4.68,0.0826,2.7243,0.7522,0
42,F,Higher education,Working,Single / not married,House / apartment,2,130211.95,204633.27,12494.73,210655.37,0.5456,0.7817,0.4426,3.45,0.096,1.5715,0.59,0
58,M,Higher education,Working,Civil marriage,House / apartment,2,139805.49,371388.1,31642.19,310410.35,0.5893,0.8761,0.2279,11.1,0.2263,2.6564,0.5644,0
37,F,Higher education,Working,Married,House / apartment,3,135196.9,224027.91,14049.21,249692.33,0.7237,0.643,0.8568,11.45,0.1039,1.657,0.7412,0
43,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,3,180344.43,501842.78,19643.75,463684.12,0.4205,0.9409,0.7477,0.27,0.1089,2.7827,0.703,0
44,F,Secondary / secondary special,Pensioner,Single / not married,Municipal apartment,2,179412.05,818089.9,61156.6,800156.29,0.7782,0.8556,0.7087,5.91,0.3409,4.5598,0.7808,0
28,M,Secondary / secondary special,Commercial associate,Single / not married,With parents,2,115547.74,1111510.18,60687.0,986156.04,0.7755,0.6608,0.7264,4.79,0.5252,9.6194,0.7209,1
61,F,Secondary / secondary special,Commercial associate,Married,House / apartment,3,241311.04,105163.56,7028.0,106339.08,0.5805,0.6719,0.4835,15.19,0.0291,0.4358,0.5787,0
26,M,Secondary / secondary special,State servant,Married,House / apartment,5,145102.41,870625.6,77800.84,710715.15,0.8792,0.8482,0.6022,2.27,0.5362,6.0,0.7766,1
25,M,Higher education,Working,Married,With parents,5,161867.38,1339555.09,115139.15,1304069.46,0.3738,0.8724,0.7681,2.05,0.7113,8.2756,0.6714,1
64,F,Higher education,Working,Married,With parents,4,307796.74,85754.67,5127.7,92892.08,0.6955,0.8945,0.214,0.21,0.0167,0.2786,0.6013,0
49,M,Higher education,Working,Married,House / apartment,2,172739.43,278947.13,12631.51,234580.01,0.8693,0.7649,0.6933,3.04,0.0731,1.6148,0.7758,0
48,M,Secondary / secondary special,State servant,Civil marriage,Rented apartment,6,99290.91,225912.35,7109.81,259564.88,0.8314,0.8088,0.4622,6.03,0.0716,2.2752,0.7008,0
31,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,2,125633.04,316854.09,17262.22,360807.35,0.7048,0.8243,0.7691,2.4,0.1374,2.522,0.7661,0
21,M,Secondary / secondary special,Pensioner,Married,House / apartment,3,358467.85,984003.37,37736.67,1061908.58,0.7442,0.867,0.284,3.29,0.1053,2.745,0.6317,0
